OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
64249,48,201,453501,1400000US48201453501,48201453501,4535.01,Harris,TX,Texas,"Census Tract 4535.01, Harris County, Texas","6,824.00",562.00,"2,071.00",1.56,0.65,1.36,0.76,0.89,0.89,0.78,0.69,3.25,0.92,0.00,0.34,0.00,0.85,0.00,0.00,1.19,0.58,0.54,0.18,0.48,1.21,0.19,0.00,0.22,0.00,0.22,0.08,0.70,0.70,0.70,6.57,0.61,0.93,0.93,0.93,0.65,0.89,0.46,0.65,0.79,0.99,0.34,4.76,0.77,0.17,0.72,0.09,0.94,1.91,0.42,0.43,0.38,0.82,0.49,8.42,0.75,0.00,0.00,0.00,0.00,1.00,1.00,0.20,4.33,10.83,0.67,35.46,0.00,1.34,0.00,30.89,0.00,0.00,68.61,30.50,9.39,0.00,5.62,0.00,83.94,92.90,38.16,25.40,4.50,15.70,37.99,31.20,12.00,9.70,25.30,6.30,17.10,0.30,0.10,30.00,8.70,3.80,13.90,14.30,0.39,0.21,0.05,0.82,0.49,"6,195.89","1,535,947.87"
64250,48,201,453502,1400000US48201453502,48201453502,4535.02,Harris,TX,Texas,"Census Tract 4535.02, Harris County, Texas","3,768.00",362.00,"3,054.00",1.55,0.64,1.15,0.63,0.89,0.89,0.76,0.66,3.21,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,0.26,1.58,0.51,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.70,5.50,0.36,0.92,0.92,0.92,0.75,0.90,0.70,0.58,0.93,0.99,0.37,5.22,0.85,0.10,0.97,0.07,0.87,2.01,0.50,0.00,0.51,0.51,0.25,8.65,0.78,0.00,0.00,0.00,1.00,1.00,2.00,0.40,4.33,10.83,0.65,34.92,0.00,0.00,0.00,0.00,0.00,0.00,30.03,74.16,13.08,0.00,0.00,0.00,83.94,91.10,44.61,26.60,6.70,13.70,48.44,31.10,13.00,8.00,34.60,5.80,9.70,0.00,0.30,32.50,9.80,4.50,15.70,16.30,0.54,0.52,0.11,0.91,0.69,"5,101.44","1,310,977.28"
64251,48,201,453601,1400000US48201453601,48201453601,4536.01,Harris,TX,Texas,"Census Tract 4536.01, Harris County, Texas","2,308.00",296.00,982.00,1.69,0.70,1.09,0.58,0.92,0.89,0.78,0.70,3.29,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.36,0.37,1.29,0.25,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.70,5.29,0.31,0.94,0.94,0.94,0.89,0.96,0.40,0.69,0.92,0.99,0.53,5.38,0.87,0.14,0.84,0.31,0.96,2.24,0.70,0.00,0.00,0.00,0.00,8.57,0.77,0.00,1.00,0.00,1.00,1.00,3.00,0.60,5.00,10.85,0.67,35.90,0.00,0.00,0.00,0.00,0.00,0.00,62.77,49.68,11.50,0.00,0.00,0.00,83.94,94.70,57.37,35.30,4.10,17.10,47.84,32.90,17.40,8.90,27.70,9.90,20.20,0.00,0.00,33.40,10.50,4.00,18.10,17.30,0.59,0.70,0.06,0.93,0.86,"4,589.13","1,199,340.57"
64252,48,201,453602,1400000US48201453602,48201453602,4536.02,Harris,TX,Texas,"Census Tract 4536.02, Harris County, Texas","8,321.00",825.00,"4,883.00",1.82,0.76,1.42,0.80,0.91,0.90,0.80,0.74,3.34,0.95,0.00,0.00,0.00,0.64,0.00,0.00,0.64,0.33,0.55,0.36,0.19,1.09,0.12,0.00,0.41,0.00,0.41,0.13,0.70,0.70,0.70,6.19,0.52,0.91,0.91,0.91,0.85,0.94,0.82,0.66,0.85,0.99,0.87,5.97,0.96,0.26,0.71,0.34,0.94,2.25,0.71,0.00,0.38,0.38,0.16,9.52,0.89,0.00,0.00,0.00,1.00,1.00,2.00,0.40,4.67,10.88,0.70,36.74,0.00,0.00,0.00,0.54,0.00,0.00,66.35,49.36,13.96,0.00,33.96,0.00,83.94,90.60,52.81,32.20,8.50,16.20,41.26,31.40,31.40,11.50,25.10,10.30,17.70,0.00,0.10,34.50,9.70,4.40,16.20,18.30,0.65,0.49,0.10,0.95,0.73,"6,431.28","2,564,211.90"
64253,48,201,453700,1400000US48201453700,48201453700,4537,Harris,TX,Texas,"Census Tract 4537, Harris County, Texas","9,123.00",937.00,"4,635.00",1.32,0.53,1.12,0.61,0.92,0.89,0.76,0.67,3.24,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.45,0.15,1.08,0.12,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.70,5.02,0.26,0.91,0.91,0.91,0.82,0.92,0.78,0.61,0.80,0.98,0.69,5.60,0.91,0.12,0.78,0.17,0.95,2.01,0.50,0.00,0.74,0.74,0.44,9.27,0.87,0.00,0.00,0.00,0.00,1.00,1.00,0.20,5.00,10.83,0.64,35.15,0.00,0.00,0.00,0.00,0.00,0.00,84.77,57.03,14.46,0.00,0.00,0.00,83.94,90.70,50.22,28.40,7.90,14.70,38.30,27.60,22.60,8.40,26.50,7.80,18.40,0.00,1.50,31.60,9.40,4.20,14.70,15.10,0.48,0.40,0.08,0.86,0.58,"6,889.44","2,329,711.20"
64254,48,201,453800,1400000US48201453800,48201453800,4538,Harris,TX,Texas,"Census Tract 4538, Harris County, Texas","4,293.00",625.00,"1,396.00",1.59,0.66,1.19,0.65,0.92,0.89,0.74,0.65,3.20,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.57,0.55,1.74,0.64,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.70,5.64,0.39,0.96,0.96,0.96,0.80,0.91,0.58,0.44,0.63,0.98,0.46,4.81,0.77,0.18,0.80,0.54,0.92,2.44,0.83,0.00,0.51,0.51,0.25,8.71,0.79,1.00,0.00,0.00,0.00,1.00,2.00,0.40,5.00,10.80,0.62,34.66,0.00,0.00,0.00,0.00,0.00,0.00,44.89,67.60,8.42,0.00,0.00,0.00,83.94,96.60,48.17,27.80,5.50,10.30,30.66,30.20,15.40,9.90,26.80,13.00,14.70,0.00,0.30,35.20,9.70,5.10,15.40,17.60,0.69,0.49,0.19,0.94,0.66,"7,442.47","1,820,593.67"
64255,48,201,453900,1400000US48201453900,48201453900,4539,Harris,TX,Texas,"Census Tract 4539, Harris County, Texas","10,803.00",697.00,"3,580.00",1.34,0.54,1.14,0.62,0.93,0.88,0.72,0.74,3.28,0.92,0.00,0.63,0.00,0.00,0.00,0.00,0.63,0.32,0.77,0.06,0.42,1.25,0.22,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.70,5.86,0.45,0.95,0.95,0.95,0.72,0.76,0.69,0.47,0.76,0.97,0.21,4.58,0.73,0.19,0.64,0.10,0.97,1.90,0.40,0.59,0.00,0.59,0.33,8.03,0.69,0.00,0.00,0.00,0.00,1.00,1.00,0.20,5.33,10.78,0.60,36.92,0.00,42.51,0.00,0.00,0.00,0.00,8.22,10.20,10.56,0.00,0.00,0.00,83.94,96.20,42.59,17.80,6.60,10.90,35.97,27.10,8.50,10.20,24.10,6.50,22.40,1.80,0.00,30.30,8.30,3.80,13.00,14.80,0.40,0.12,0.05,0.85,0.39,"8,075.98","3,263,728.89"
64256,48,201,454000,1400000US48201454000,48201454000,4540,Harris,TX,Texas,"Census Tract 4540, Harris County, Texas","5,201.00",526.00,"3,049.00",1.61,0.67,1.41,0.79,0.94,0.88,0.77,0.89,3.47,0.97,0.00,0.71,0.00,0.89,0.00,0.00,1.60,0.72,0.65,0.19,0.20,1.05,0.10,0.00,0.52,0.00,0.52,0.18,0.70,0.70,0.70,7.35,0.77,0.91,0.91,0.91,0.63,0.64,0.77,0.13,0.74,0.95,0.17,4.02,0.62,0.54,0.48,0.23,0.91,2.16,0.63,0.00,0.64,0.64,0.36,7.73,0.65,0.00,0.00,0.00,0.00,1.00,1.00,0.20,5.67,10.74,0.66,41.68,0.00,65.41,0.00,47.16,0.00,0.00,32.83,31.00,13.75,0.00,56.52,0.00,83.94,89.70,36.64,13.30,7.70,4.50,35.33,22.30,7.40,16.40,21.80,8.70,13.20,0.00,0.70,31.50,8.50,4.40,12.70,14.50,0.48,0.16,0.10,0.84,0.35,"6,742.03","2,093,849.14"
64257,48,201,454100,1400000US48201454100,48201454100,4541,Harris,TX,Texas,"Census Tract 4541, Harris County, Texas","3,784.00",428.00,"3,259.00",1.22,0.48,1.22,0.68,0.94,0.88,0.78,0.95,3.55,0.98,0.00,0.00,0.00,0.98,0.00,0.00,0.98,0.54,0.39,0.13,0.20,0.72,0.02,0.00,0.77,0.00,0.77,0.32,0.70,0.70,0.70,6.72,0.64,0.88,0.88,0.88,0.63,0.75,0.09,0.56,0.74,0.99,0.45,4.22,0.66,0.13,0.55,0.13,0.84,1.65,0.23,0.52,0.00,0.52,0.28,7.28,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.74,0.67,45.09,0.00,0.00,0.00,99.90,0.00,0.00,100.00,23.36,13.83,0.00,100.00,0.00,83.94,85.00,37.12,17.40,1.80,13.10,35.33,35.00,15.20,8.80,22.70,7.20,8.20,0.90,0.00,29.00,8.20,4.70,11.30,11.90,0.33,0.10,0.14,0.64,0.20,"5,619.56","1,735,931.70"
64258,48,201,454200,1400000US48201454200,48201454200,4542,Harris,TX,Texas,"Census Tract 4542, Harris County, Texas","4,453.00",714.00,"1,354.00",1.21,0.47,1.01,0.52,0.95,0.87,0.76,0.91,3.50,0.97,0.00,0.00,0.00,0.86,0.00,0.00,0.86,0.50,0.39,0.31,0.45,1.15,0.15,0.00,0.77,0.00,0.77,0.32,0.70,0.70,0.70,6.98,0.70,0.88,0.88,0.88,0.28,0.82,0.57,0.10,0.39,0.79,0.09,3.04,0.40,0.28,0.58,0.05,0.86,1.77,0.30,0.00,0.00,0.00,0.00,5.69,0.31,0.00,0.00,0.00,0.00,1.00,1.00,0.20,6.33,10.70,0.65,42.87,0.00,0.00,0.00,33.64,0.00,0.00,100.00,44.78,10.00,0.00,100.00,0.00,83.94,84.40,19.49,20.80,5.40,3.80,23.19,13.10,4.90,11.90,23.20,5.20,9.40,0.00,0.00,29.00,8.30,4.50,12.00,12.40,0.33,0.12,0.11,0.69,0.27,"5,803.23","1,456,032.89"
64259,48,201,454301,1400000US48201454301,48201454301,4543.01,Harris,TX,Texas,"Census Tract 4543.01, Harris County, Texas","11,974.00",965.00,"7,794.00",1.58,0.66,1.58,0.88,0.95,0.88,0.78,1.00,3.61,0.99,0.00,0.76,0.00,0.98,0.00,0.00,1.73,0.77,0.39,0.09,0.32,0.79,0.03,0.00,0.56,0.00,0.56,0.20,0.70,0.70,0.70,7.40,0.78,0.90,0.90,0.90,0.65,0.70,0.36,0.86,0.87,0.86,0.44,4.75,0.76,0.20,0.76,0.22,0.86,2.04,0.53,0.44,0.69,1.13,0.71,8.82,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,10.77,0.67,70.95,0.00,79.09,0.00,99.77,0.00,0.00,100.00,14.27,12.25,0.00,65.16,0.00,83.94,89.10,38.29,15.30,3.80,24.80,42.77,16.00,14.90,10.30,26.10,8.60,9.10,0.40,1.00,29.00,9.20,4.20,13.70,12.20,0.33,0.34,0.08,0.67,0.47,"8,205.38","3,945,226.65"
64260,48,201,454302,1400000US48201454302,48201454302,4543.02,Harris,TX,Texas,"Census Tract 4543.02, Harris County, Texas","6,375.00",664.00,"2,793.00",1.49,0.62,1.29,0.72,0.95,0.88,0.77,0.97,3.57,0.98,0.00,0.00,0.00,0.85,0.00,0.00,0.85,0.44,0.39,0.12,0.47,0.97,0.07,0.00,0.72,0.00,0.72,0.29,0.70,0.70,0.70,6.82,0.66,0.84,0.84,0.84,0.66,0.75,0.43,0.42,0.69,0.92,0.28,4.15,0.65,0.80,0.15,0.78,0.89,2.62,0.92,0.00,0.00,0.00,0.00,7.62,0.63,0.00,0.00,0.00,0.00,1.00,1.00,0.20,6.67,10.72,0.66,48.20,0.00,0.00,0.00,30.20,0.00,0.00,100.00,20.33,9.67,0.00,97.45,0.00,83.94,78.20,38.64,17.10,4.30,9.90,32.98,19.60,10.60,21.20,15.90,17.10,11.60,0.00,0.00,31.40,8.80,5.00,13.20,14.40,0.47,0.23,0.18,0.83,0.41,"7,730.21","2,756,967.87"
64261,48,201,454400,1400000US48201454400,48201454400,4544,Harris,TX,Texas,"Census Tract 4544, Harris County, Texas","1,186.00",608.00,"5,054.00",1.04,0.38,1.04,0.55,0.94,0.88,0.80,0.85,3.47,0.97,0.00,0.54,0.00,0.78,0.00,0.00,1.32,0.62,0.41,0.10,0.56,1.07,0.11,0.00,0.37,0.00,0.37,0.12,0.45,0.45,0.45,6.69,0.64,0.87,0.87,0.87,0.91,0.11,0.00,0.97,0.99,0.65,0.01,3.64,0.53,0.01,0.99,0.06,0.69,1.74,0.28,0.00,0.00,0.00,0.00,6.25,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.75,0.70,40.12,0.00,21.36,0.00,10.81,0.00,0.00,98.72,16.59,8.33,0.00,27.50,0.00,40.82,83.50,59.87,2.90,0.00,38.90,59.87,9.70,1.30,1.10,37.90,5.60,3.30,0.00,0.00,21.10,9.10,3.80,14.30,10.10,0.04,0.31,0.05,0.42,0.54,"25,833.13","33,906,864.15"
64262,48,201,454501,1400000US48201454501,48201454501,4545.01,Harris,TX,Texas,"Census Tract 4545.01, Harris County, Texas","9,778.00",519.00,"6,512.00",0.62,0.15,0.62,0.22,0.94,0.87,0.81,0.68,3.30,0.93,0.00,0.69,0.00,0.66,0.00,0.00,1.35,0.63,0.41,0.00,0.49,0.90,0.05,0.00,0.47,0.00,0.47,0.15,0.45,0.45,0.45,6.47,0.59,0.58,0.58,0.58,0.01,0.08,0.30,0.12,0.04,0.19,0.01,0.76,0.03,0.31,0.81,0.07,0.60,1.79,0.32,0.00,0.00,0.00,0.00,3.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.69,0.71,35.30,0.00,59.99,0.00,1.19,0.00,0.00,98.96,0.46,9.33,0.00,44.53,0.00,40.41,37.50,3.01,2.30,3.40,4.30,11.94,3.20,1.50,12.50,27.20,5.80,2.20,0.00,0.00,26.30,7.20,6.10,8.40,9.10,0.18,0.01,0.37,0.29,0.01,"14,216.21","11,481,871.87"
64263,48,201,454502,1400000US48201454502,48201454502,4545.02,Harris,TX,Texas,"Census Tract 4545.02, Harris County, Texas","2,540.00",153.00,"1,397.00",0.50,0.10,0.50,0.15,0.95,0.86,0.60,0.57,2.97,0.84,0.00,0.53,0.00,0.63,0.00,0.00,1.16,0.57,0.39,0.00,0.83,1.22,0.20,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.45,5.80,0.43,0.62,0.62,0.62,0.12,0.08,0.58,0.08,0.06,0.33,0.01,1.25,0.08,0.10,0.92,0.05,0.62,1.68,0.24,0.00,0.00,0.00,0.00,3.56,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,10.61,0.48,32.65,0.00,19.63,0.00,0.22,0.00,0.00,100.00,0.62,5.33,0.00,0.00,0.00,40.35,42.20,11.26,2.40,5.50,3.30,12.80,4.80,0.70,7.80,30.60,5.20,2.40,0.00,0.00,23.90,6.80,5.00,8.40,8.80,0.10,0.00,0.18,0.25,0.01,"12,058.39","7,542,062.67"
64264,48,201,454600,1400000US48201454600,48201454600,4546,Harris,TX,Texas,"Census Tract 4546, Harris County, Texas","5,031.00",527.00,"8,607.00",0.92,0.30,0.92,0.45,0.94,0.85,0.83,0.60,3.21,0.91,0.00,0.00,0.00,0.88,0.00,0.00,0.88,0.50,0.74,0.13,0.28,1.15,0.16,0.00,0.77,0.00,0.77,0.32,0.45,0.45,0.45,6.46,0.59,0.60,0.60,0.60,0.18,0.19,0.00,0.93,0.57,0.72,0.43,3.01,0.39,0.45,0.55,0.43,0.77,2.20,0.66,0.00,0.00,0.00,0.00,5.81,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,10.56,0.75,33.39,0.00,0.00,0.00,40.26,0.00,0.00,13.15,23.25,12.83,0.00,100.00,0.00,40.35,39.80,14.27,4.30,0.00,30.70,28.36,11.20,14.40,14.80,22.70,11.50,5.20,0.00,0.00,25.10,8.10,5.70,11.60,9.10,0.13,0.09,0.29,0.29,0.23,"8,619.62","3,352,623.55"
64265,48,201,454700,1400000US48201454700,48201454700,4547,Harris,TX,Texas,"Census Tract 4547, Harris County, Texas","6,949.00",636.00,"3,180.00",0.50,0.10,0.50,0.15,0.94,0.86,0.80,0.60,3.20,0.91,0.00,0.45,0.00,0.00,0.00,0.00,0.45,0.25,0.58,0.12,0.56,1.26,0.23,0.00,0.37,0.00,0.37,0.12,0.45,0.45,0.45,5.74,0.42,0.49,0.49,0.49,0.16,0.06,0.43,0.17,0.06,0.61,0.04,1.52,0.11,0.53,0.64,0.04,0.59,1.80,0.32,0.00,0.00,0.00,0.00,3.80,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.60,0.70,33.52,0.00,8.51,0.00,0.00,0.00,0.00,57.02,21.25,8.29,0.00,27.40,0.00,40.35,28.60,13.35,1.90,4.30,5.20,13.20,8.80,3.00,16.10,24.00,4.80,2.10,0.00,0.00,29.80,7.90,6.60,10.10,10.00,0.37,0.06,0.47,0.41,0.09,"7,527.70","3,495,469.41"
64266,48,201,454800,1400000US48201454800,48201454800,4548,Harris,TX,Texas,"Census Tract 4548, Harris County, Texas","8,434.00",632.00,"4,129.00",1.05,0.38,1.05,0.55,0.94,0.85,0.81,0.59,3.18,0.90,0.00,0.00,0.00,0.92,0.00,0.00,0.92,0.51,0.68,0.33,0.37,1.38,0.33,0.00,0.38,0.00,0.38,0.12,0.45,0.45,0.45,6.31,0.55,0.67,0.67,0.67,0.47,0.46,0.64,0.63,0.77,0.86,0.10,3.94,0.60,0.32,0.80,0.33,0.76,2.21,0.68,0.00,0.00,0.00,0.00,6.82,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.54,0.71,33.17,0.00,0.00,0.00,59.34,0.00,0.00,26.25,46.80,11.44,0.00,28.09,0.00,40.35,48.80,28.19,9.10,6.00,15.30,36.78,15.70,5.50,12.70,26.90,10.10,4.90,0.00,0.00,28.30,8.60,5.80,12.80,10.70,0.29,0.18,0.31,0.50,0.36,"6,920.08","2,946,256.72"
64267,48,201,454900,1400000US48201454900,48201454900,4549,Harris,TX,Texas,"Census Tract 4549, Harris County, Texas","12,205.00",678.00,"5,474.00",0.57,0.12,0.57,0.19,0.95,0.85,0.61,0.54,2.94,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.83,0.43,0.59,0.00,0.51,1.11,0.13,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.45,5.33,0.32,0.71,0.71,0.71,0.18,0.15,0.62,0.33,0.36,0.75,0.14,2.53,0.29,0.14,0.87,0.15,0.79,1.95,0.45,0.00,0.00,0.00,0.00,5.19,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,10.54,0.49,31.97,0.00,0.00,0.00,22.95,0.00,0.00,50.77,0.00,8.92,0.00,0.00,0.00,40.35,54.70,14.34,3.60,5.80,8.20,22.31,12.10,6.60,9.10,28.60,7.50,5.90,0.00,0.00,23.00,7.50,4.60,10.20,8.70,0.07,0.03,0.12,0.24,0.10,"8,695.15","4,626,311.69"
64268,48,201,455000,1400000US48201455000,48201455000,4550,Harris,TX,Texas,"Census Tract 4550, Harris County, Texas","2,838.00",250.00,"1,920.00",0.62,0.15,0.62,0.22,0.95,0.83,0.62,0.53,2.93,0.83,0.00,0.00,0.00,0.69,0.00,0.00,0.69,0.36,0.64,0.04,0.48,1.16,0.16,0.00,0.45,0.00,0.45,0.14,0.45,0.45,0.45,5.68,0.40,0.55,0.55,0.55,0.21,0.06,0.76,0.50,0.45,0.59,0.27,2.84,0.35,0.18,0.64,0.10,0.69,1.60,0.20,0.00,0.00,0.00,0.00,5.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,10.48,0.50,31.77,0.00,0.00,0.00,2.60,0.00,0.00,35.56,5.26,9.50,0.00,40.88,0.00,40.35,34.90,16.00,1.90,7.50,11.70,24.67,8.50,10.30,10.00,24.00,6.50,3.30,0.00,0.00,25.60,8.00,5.30,10.90,9.10,0.15,0.07,0.22,0.29,0.16,"5,417.63","1,304,940.02"
64269,48,201,455101,1400000US48201455101,48201455101,4551.01,Harris,TX,Texas,"Census Tract 4551.01, Harris County, Texas","7,134.00",821.00,"3,653.00",1.01,0.36,1.01,0.52,0.94,0.83,0.79,0.58,3.15,0.89,0.00,0.00,0.00,0.95,0.00,0.00,0.95,0.52,0.39,0.21,0.48,1.08,0.12,0.00,0.55,0.00,0.55,0.19,0.45,0.45,0.45,6.18,0.52,0.67,0.67,0.67,0.27,0.69,0.86,0.39,0.34,0.82,0.12,3.49,0.50,0.26,0.71,0.29,0.89,2.14,0.62,0.50,0.00,0.50,0.24,6.79,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.48,0.69,32.94,0.00,0.00,0.00,78.87,0.00,0.00,99.98,33.95,9.50,0.00,63.42,0.00,40.35,47.80,19.02,14.90,9.60,9.30,21.78,14.20,5.90,11.50,25.10,9.60,11.00,0.70,0.00,26.30,8.50,5.30,12.50,9.50,0.18,0.16,0.22,0.34,0.33,"8,390.42","2,741,517.15"
64270,48,201,455102,1400000US48201455102,48201455102,4551.02,Harris,TX,Texas,"Census Tract 4551.02, Harris County, Texas","2,920.00",310.00,"1,864.00",0.65,0.16,0.65,0.24,0.94,0.83,0.76,0.72,3.24,0.91,0.00,0.00,0.00,0.82,0.00,0.00,0.82,0.42,0.39,0.05,0.48,0.91,0.06,0.00,0.77,0.00,0.77,0.32,0.45,0.45,0.45,6.19,0.52,0.63,0.63,0.63,0.13,0.21,0.32,0.20,0.05,0.56,0.04,1.51,0.11,0.31,0.39,0.14,0.77,1.60,0.20,0.53,0.00,0.53,0.28,4.28,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,10.43,0.65,36.20,0.00,0.00,0.00,20.19,0.00,0.00,100.00,7.39,9.50,0.00,100.00,0.00,40.35,43.20,12.05,4.60,3.50,5.90,12.34,8.00,3.40,12.50,20.50,7.40,5.10,1.00,0.00,24.60,8.00,5.30,10.70,8.30,0.12,0.07,0.22,0.20,0.14,"7,106.02","1,599,769.42"
64271,48,201,455200,1400000US48201455200,48201455200,4552,Harris,TX,Texas,"Census Tract 4552, Harris County, Texas","4,332.00",310.00,"3,656.00",1.11,0.42,1.11,0.60,0.94,0.83,0.81,0.63,3.21,0.91,0.00,0.52,0.00,0.97,0.00,0.00,1.49,0.68,0.46,0.52,0.43,1.41,0.36,0.00,0.77,0.00,0.77,0.32,0.45,0.45,0.45,7.32,0.76,0.63,0.63,0.63,0.14,0.36,0.78,0.21,0.23,0.68,0.02,2.43,0.27,0.46,0.64,0.38,0.54,2.03,0.52,0.44,0.38,0.82,0.49,5.90,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,10.46,0.71,34.23,0.00,17.13,0.00,95.49,0.00,0.00,90.47,63.35,10.39,0.00,100.00,0.00,40.35,42.50,12.44,7.10,7.90,6.00,18.95,10.30,2.20,15.10,24.10,10.80,1.60,0.40,0.10,29.00,8.20,6.30,11.50,10.40,0.33,0.10,0.41,0.46,0.22,"7,266.79","2,807,667.40"
64272,48,201,455300,1400000US48201455300,48201455300,4553,Harris,TX,Texas,"Census Tract 4553, Harris County, Texas","10,991.00","1,009.00","5,868.00",1.40,0.58,1.40,0.79,0.93,0.81,0.75,0.67,3.16,0.89,0.00,0.65,0.00,0.87,0.00,0.00,1.52,0.69,0.71,0.00,0.50,1.21,0.19,0.33,0.76,0.00,1.09,0.52,0.46,0.46,0.46,7.44,0.78,0.75,0.75,0.75,0.46,0.16,0.71,0.95,0.85,0.91,0.14,4.19,0.65,0.23,0.72,0.19,0.80,1.94,0.44,0.00,0.70,0.70,0.40,7.58,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,10.37,0.63,35.04,0.00,46.72,0.00,36.35,0.00,0.00,19.44,0.57,9.17,8.01,99.94,0.00,42.35,60.60,27.96,3.80,6.80,34.00,41.66,18.90,6.70,11.00,25.40,8.10,6.10,0.00,1.10,22.50,7.90,4.50,11.10,7.50,0.07,0.06,0.11,0.12,0.18,"10,543.44","5,484,852.83"
64273,48,201,510100,1400000US48201510100,48201510100,5101,Harris,TX,Texas,"Census Tract 5101, Harris County, Texas","2,344.00",266.00,"10,393.00",1.03,0.37,1.03,0.54,0.92,0.92,0.96,0.87,3.67,0.99,0.00,0.86,0.00,0.98,0.00,0.00,1.84,0.82,0.39,0.15,0.08,0.62,0.01,0.79,0.77,0.00,1.56,0.78,0.68,0.68,0.68,8.35,0.91,0.67,0.67,0.67,0.09,0.17,0.20,0.82,0.11,0.55,0.25,2.20,0.22,0.06,0.07,0.04,0.58,0.76,0.02,0.54,0.00,0.54,0.28,4.17,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,11.09,1.28,40.81,0.00,100.00,0.00,100.00,0.00,0.00,100.00,25.44,15.33,100.00,100.00,0.00,78.47,48.00,9.64,4.00,2.70,22.80,15.11,7.80,9.80,6.70,11.90,4.90,2.00,1.10,0.00,23.60,6.70,4.00,9.20,7.90,0.09,0.00,0.06,0.15,0.04,"5,211.13","1,479,282.44"
